0.730000,0.670000,0.700000,0.730000,0.730000,0.670000,0.700000,0.630000,0.630000,0.630000,0.670000,0.600000, 
0.674805,0.793279,0.816570,0.916845,0.895313,0.941811,0.938193,0.875334,0.937256,0.914781,0.992261,0.987477, 
0.662578,0.810898,0.891711,0.961980,0.912743,0.967246,0.953601,0.925819,0.956022,0.937206,0.996961,0.992229, 
0.659839,0.813169,0.905912,0.967202,0.914372,0.969628,0.954641,0.932582,0.957136,0.938731,0.997185,0.992366, 
0.659224,0.813421,0.907956,0.967794,0.914510,0.969888,0.954729,0.933406,0.957217,0.938840,0.997210,0.992380, 
0.659086,0.813438,0.908224,0.967862,0.914518,0.969918,0.954738,0.933503,0.957222,0.938849,0.997213,0.992381, 
0.659055,0.813436,0.908257,0.967870,0.914518,0.969921,0.954738,0.933515,0.957223,0.938849,0.997213,0.992381, 
0.659048,0.813435,0.908261,0.967870,0.914517,0.969922,0.954738,0.933516,0.957223,0.938849,0.997213,0.992381,
